gender,age,ingroup.value,ingroup.like,ingroup.connected,outgroup.value,outgroup.like,outgroup.connected,ingroup.average,outgroup.average,condition,rating
1,42,35.48,35.48,35.48,-20.76,-53.58,-84.52,35.48,-52.95333333,ingroup,63.84
1,60,48.68,42.64,46.42,-70.56,-72.84,-68.3,45.91333333,-70.56666667,ingroup,89.06
1,37,27.16,26.42,29.82,-23.02,-30.18,-46.04,27.8,-33.08,ingroup,74.34
2,20,0.18,60.46,0.18,-64.22,-100,-100,20.27333333,-88.07333333,self,20.53
2,18,0,0,0,0,0,0,0,0,outgroup,0.38
2,63,-62.72,0.18,-58.56,-80.8,-77.4,-72.5,-40.36666667,-76.9,self,38.61
2,49,15.84,27.92,56.6,-16.6,-52.46,-47.16,33.45333333,-38.74,outgroup,7.17
2,21,78.16,81.92,78.9,-79.66,-80.04,-81.16,79.66,-80.28666667,outgroup,60.45
2,29,-92.46,-93.96,-90.56,-99.24,-100,-100,-92.32666667,-99.74666667,neutral,45.28
2,25,42.26,40.38,-0.76,-63.4,-61.88,-63.78,27.29333333,-63.02,experiencer,72.45
2,47,80,100,80,-67.16,-100,-100,86.66666667,-89.05333333,neutral,66.42
2,46,74.38,74.38,89.08,-86.44,-83.8,-100,79.28,-90.08,ingroup,80.04
2,50,65.72,69.12,71,-62.34,-78.9,-78.9,68.61333333,-73.38,neutral,80.41
2,60,91.34,96.24,93.6,-62.34,-100,-100,93.72666667,-87.44666667,self,82.3
2,24,32.46,46.04,44.16,49.06,-24.9,-25.66,40.88666667,-0.5,ingroup,81.13
2,39,23.02,25.66,1.14,-21.88,-19.24,-58.86,16.60666667,-33.32666667,experiencer,0.38
2,48,89.82,92.84,91.7,-100,-100,-100,91.45333333,-100,ingroup,60.75
2,24,58.86,57.36,61.14,-60,-61.14,-59.62,59.12,-60.25333333,neutral,43.4
2,26,79.24,79.62,84.9,-30.18,-30.18,-100,81.25333333,-53.45333333,self,60.38
2,31,64.52,64.9,62.64,21.14,20,9.44,64.02,16.86,neutral,-18.49
2,63,72.12,49.16,52.92,63.46,22.42,22.42,58.06666667,36.1,experiencer,39.36
2,28,36.22,67.54,91.32,-100,-100,-100,65.02666667,-100,outgroup,76.98
2,42,99.24,100,74.02,-100,-100,-100,91.08666667,-100,outgroup,40.49
2,24,59.62,79.24,98.84,-66.92,-75,-99.62,79.23333333,-80.51333333,experiencer,24.76
2,29,54.34,51.32,51.7,-46.8,-100,-99.62,52.45333333,-82.14,neutral,42.26
2,49,87.92,50.94,72.84,-100,-100,-100,70.56666667,-100,neutral,90.19
2,49,50.28,61.96,35.96,16,0.18,-31.82,49.4,-5.213333333,experiencer,19.4
2,60,13.38,-5.46,5.84,-6.22,-3.96,-16.38,4.586666667,-8.853333333,experiencer,20.9
2,43,13.74,14.5,19.02,-24.68,-25.8,-24.68,15.75333333,-25.05333333,ingroup,21.66
2,30,54.72,52.46,51.32,-99.24,-99.62,-100,52.83333333,-99.62,experiencer,53.58
2,31,37.36,68.68,71.32,-5.66,-46.42,-36.98,59.12,-29.68666667,neutral,41.13
2,46,-66.1,-66.48,-69.12,-100,-100,-100,-67.23333333,-100,neutral,0.56
2,24,29.78,15.88,5.16,-16.68,-57.2,-58.4,16.94,-44.09333333,experiencer,80.62
2,57,11.32,6.42,20,-12.84,-13.96,-7.92,12.58,-11.57333333,ingroup,75.09
2,36,44.26,67.24,73.64,-32.58,-52.92,-45.76,61.71333333,-43.75333333,outgroup,-22.41
2,28,51.7,62.26,59.62,-15.48,-40,-56.22,57.86,-37.23333333,ingroup,78.87
2,27,54.34,43.02,57.36,-100,-100,-100,51.57333333,-100,neutral,81.51
2,30,73.38,66.88,48.06,-51.3,-53.24,-49.36,62.77333333,-51.3,self,98.05
2,28,94.34,87.54,93.96,-80.76,-65.66,-96.98,91.94666667,-81.13333333,neutral,76.23
2,20,32.58,-0.94,13,-100,-100,-100,14.88,-100,neutral,83.05
2,52,22.42,12.62,-5.46,-15.26,-5.84,-28.06,9.86,-16.38666667,self,14.88
2,31,100,100,57.06,65.34,68.36,6.96,85.68666667,46.88666667,ingroup,81.54
2,62,100,47.16,88.3,-100,-100,-100,78.48666667,-100,self,41.13
2,50,100,100,100,-100,-100,-100,100,-100,outgroup,100
2,22,100,100,100,-100,-100,-100,100,-100,outgroup,81.51
2,28,45.76,46.52,48.78,-46.9,-66.48,-66.48,47.02,-59.95333333,experiencer,60.83
2,39,53.68,53.3,13,35.96,-43.5,-89.84,39.99333333,-32.46,self,19.4
2,30,70.56,30.94,80,63.4,-23.4,-46.42,60.5,-2.14,ingroup,21.13
2,22,7.34,-14.5,-50.66,-100,-100,-100,-19.27333333,-100,experiencer,0.56
2,21,100,88.3,92.84,-31.32,-100,-100,93.71333333,-77.10666667,experiencer,79.62
2,32,-0.38,-12.7,-31.54,0,-55.76,-78.08,-14.87333333,-44.61333333,neutral,68.24
2,26,47.54,47.54,28.3,-32.46,-32.08,-65.28,41.12666667,-43.27333333,outgroup,41.51
2,20,100,100,100,-100,-100,-100,100,-100,self,60
2,26,40.86,67.98,66.1,23.16,-5.08,-37.1,58.31333333,-6.34,neutral,58.19
2,22,-13.74,-23.54,-29.2,-100,-100,-100,-22.16,-100,experiencer,54.43
2,33,66.1,69.86,73.26,-25.42,-50.66,-43.88,69.74,-39.98666667,ingroup,46.14
2,28,58.46,63.08,67.3,-100,-100,-100,62.94666667,-100,self,100
2,27,29.82,31.32,30.18,-58.12,-69.82,-70.18,30.44,-66.04,outgroup,72.45
2,35,47.3,90.78,25.78,10,39.62,-20,54.62,9.873333333,experiencer,36.48
2,47,85.32,75.52,77.78,-4.34,0.56,0.56,79.54,-1.073333333,neutral,3.97
2,24,16.22,16.98,16.98,11.32,13.58,15.48,16.72666667,13.46,self,25.66
2,42,-47.92,40,16.22,46.04,-49.06,-61.14,2.766666667,-21.38666667,experiencer,23.77
2,33,45.28,45.28,45.28,-55.48,-100,-100,45.28,-85.16,ingroup,53.96
2,29,-76.22,-76.5,-74.74,-100,-100,-100,-75.82,-100,outgroup,78.56
2,26,65.34,59.32,71,0.18,0.18,-76.28,65.22,-25.30666667,self,53.67
2,30,35.1,33.58,16.22,-43.02,-62.64,-100,28.3,-68.55333333,outgroup,100
2,30,76.6,76.22,80,-53.2,-73.58,-96.6,77.60666667,-74.46,self,81.89
2,26,63.46,44.26,37.48,-67.24,-69.12,-63.08,48.4,-66.48,neutral,-13.37
2,23,74.34,60.38,38.12,44.52,27.54,-61.5,57.61333333,3.52,ingroup,-41.51
2,32,98.5,99.62,96.98,-100,-100,-100,98.36666667,-100,self,60.08
2,26,51.7,54.34,25.28,-27.92,-64.52,-69.06,43.77333333,-53.83333333,experiencer,61.51
2,55,100,100,100,-100,-100,-100,100,-100,ingroup,100
2,20,100,100,100,-78.12,-83.4,-100,100,-87.17333333,outgroup,80.38
2,33,74.34,83.78,92.46,-100,-100,-100,83.52666667,-100,ingroup,80.75
2,31,3.02,3.4,6.04,-63.02,-61.88,-100,4.153333333,-74.96666667,neutral,0.38
2,19,15.1,9.44,-0.76,6.42,-5.66,-12.08,7.926666667,-3.773333333,neutral,43.77
2,24,61.88,42.26,25.66,34.72,-20.76,-24.9,43.26666667,-3.646666667,experiencer,30.19
2,31,-94.34,-90.56,-91.32,-93.96,-100,-99.62,-92.07333333,-97.86,ingroup,0.38
2,36,14.5,14.12,-14.88,-46.14,-50.28,-77.4,4.58,-57.94,self,17.51
2,21,-18.5,-22.26,-67.16,-16.98,-11.32,-100,-35.97333333,-42.76666667,self,0
2,38,0,0,36.22,0,0,-62.26,12.07333333,-20.75333333,neutral,41.89
2,35,76.6,77.74,61.14,18.5,16.98,-39.24,71.82666667,-1.253333333,neutral,95.85
2,25,0,0,-67.92,0,-70.56,-99.62,-22.64,-56.72666667,experiencer,0.38
2,47,-42,-39.74,-38.6,-47.26,-47.64,-49.16,-40.11333333,-48.02,self,39.74
2,24,46.14,72.12,72.5,-2.08,-49.16,-75.52,63.58666667,-42.25333333,neutral,20.15
2,35,100,100,99.62,14.34,17.74,13.2,99.87333333,15.09333333,self,81.89
2,44,3.2,13,6.6,-100,-66.1,-100,7.6,-88.7,neutral,41.24
2,28,100,100,95.1,-100,-100,-100,98.36666667,-100,outgroup,100
2,23,53.58,56.22,58.86,-68.68,-66.04,-60.38,56.22,-65.03333333,neutral,67.98
2,41,40,40,23.4,44.52,26.04,-59.62,34.46666667,3.646666667,self,62.26
2,21,28.68,51.32,57.74,-67.54,-92.46,-100,45.91333333,-86.66666667,neutral,62.64
2,64,14.5,0.18,0.18,-100,-100,-100,4.953333333,-100,experiencer,21.66
2,54,32.46,35.48,37.36,-72.46,-71.32,-71.32,35.1,-71.7,outgroup,76.6
2,30,100,100,51.22,-100,-100,-100,83.74,-100,neutral,41.46
2,44,48,38.18,42.44,-26.02,-17.82,-96.76,42.87333333,-46.86666667,ingroup,69.28
2,24,0.18,45.38,49.52,0.18,0.18,0.18,31.69333333,0.18,self,100
2,24,-26.04,-25.66,-81.88,-19.62,-66.04,-95.84,-44.52666667,-60.5,neutral,71.7
2,46,45.66,46.8,47.54,-49.82,-48.68,-100,46.66666667,-66.16666667,outgroup,61.13
2,44,93.2,99.62,89.44,-52.08,-56.98,-52.08,94.08666667,-53.71333333,self,94.72
2,45,74.34,74.72,76.98,-86.04,-85.66,-91.32,75.34666667,-87.67333333,outgroup,80.75
2,33,73.96,45.28,20,-38.12,-89.06,-100,46.41333333,-75.72666667,neutral,80.75
2,29,89.06,92.08,87.54,-82.26,-96.98,-100,89.56,-93.08,experiencer,42.64
2,40,42.26,36.6,10.18,-12.46,-11.7,-35.1,29.68,-19.75333333,outgroup,81.51
2,34,24.68,13.38,22.42,-100,-100,-100,20.16,-100,ingroup,51.04
2,22,33.2,34.34,36.98,-86.8,-80.76,-56.22,34.84,-74.59333333,self,23.02
2,52,23.92,-59.32,-67.98,-94.36,-100,-100,-34.46,-98.12,experiencer,36.35
2,55,8.68,12.84,-15.1,11.32,-8.3,13.96,2.14,5.66,ingroup,100
2,26,68.68,53.2,80.38,-29.44,8.68,-50.56,67.42,-23.77333333,neutral,79.25
2,51,82.3,83.46,61.92,38.46,-56.16,-53.84,75.89333333,-23.84666667,experiencer,5.28
2,24,69.44,68.68,66.04,-23.02,-65.66,-100,68.05333333,-62.89333333,neutral,20.75
2,21,52.46,63.4,8.68,-17.74,6.04,-70.94,41.51333333,-27.54666667,self,38.49
2,43,78.16,71,80.04,-100,-100,-100,76.4,-100,self,33.71
2,63,86.04,86.42,84.9,-86.42,-86.8,-100,85.78666667,-91.07333333,outgroup,61.13
2,51,-23.16,-19.4,-11.12,-100,-100,-100,-17.89333333,-100,neutral,58.57
2,37,-54.72,-86.42,-91.7,42.64,73.58,94.34,-77.61333333,70.18666667,self,96.6
2,36,13.96,10.56,-31.32,-56.22,-64.9,-100,-2.266666667,-73.70666667,outgroup,51.7
2,28,20.52,42,14.88,-81.16,-78.9,-81.16,25.8,-80.40666667,experiencer,30.7
2,49,94.72,81.5,36.6,55.1,-78.5,-100,70.94,-41.13333333,outgroup,49.81
2,32,100,97.82,99.72,99.26,94.5,55.88,99.18,83.21333333,neutral,62.29
2,41,82.26,81.88,56.98,-100,-100,-100,73.70666667,-100,ingroup,100
2,23,1.88,9.06,9.06,-76.98,-70.94,-100,6.666666667,-82.64,ingroup,40.75
2,59,47.02,40.88,16.32,-100,-100,-100,34.74,-100,outgroup,41.13
2,30,23.4,21.14,28.68,-21.88,-28.68,-20,24.40666667,-23.52,experiencer,6.42
2,25,-0.38,-60.38,-44.62,-100,-100,-100,-35.12666667,-100,ingroup,80.34
2,24,51,26.18,35.58,10.74,-16.1,-46.3,37.58666667,-17.22,outgroup,21.17
2,52,49.62,60,59.24,-16.16,-15,-81.92,56.28666667,-37.69333333,self,41.4
2,25,3.46,5,0,0,-21.92,-41.16,2.82,-21.02666667,experiencer,0.57
2,53,56.92,40,35.78,-93.46,-100,-100,44.23333333,-97.82,self,46.69
2,34,67.7,67.3,84.24,-65,-61.92,-100,73.08,-75.64,neutral,-44.05
2,25,62.3,59.62,71.54,15.78,13.84,-30,64.48666667,-0.126666667,self,58.79
2,50,14.62,14.62,35,0,-3.46,0,21.41333333,-1.153333333,experiencer,20.23
2,37,94.24,86.16,38.84,-99.22,-98.84,-100,73.08,-99.35333333,self,100
2,25,43.5,31.82,28.06,25.42,-8.86,-5.84,34.46,3.573333333,ingroup,60.08
2,21,-64.52,-40.38,-89.44,-80.76,-100,-100,-64.78,-93.58666667,neutral,0.38
2,37,51.32,62.26,6.42,-73.58,-69.82,-75.1,40,-72.83333333,self,65.28
2,32,28.82,37.1,-8.48,-69.12,-72.5,-93.22,19.14666667,-78.28,outgroup,100
2,28,76.98,75.1,73.96,20.76,21.14,16.6,75.34666667,19.5,experiencer,40.75
2,30,-11.7,-10.56,-10.94,7.92,8.68,8.3,-11.06666667,8.3,experiencer,0.38
2,32,78.12,81.88,83.78,-100,-100,-100,81.26,-100,outgroup,60.75
2,23,7.54,7.16,7.16,-6.42,-5.66,-7.92,7.286666667,-6.666666667,self,2.64
2,28,50.66,80.42,70.62,-37.86,-64.6,-72.88,67.23333333,-58.44666667,outgroup,79.28
2,50,10.74,11.86,-59.32,-9.98,-36.72,-100,-12.24,-48.9,experiencer,0.56
2,31,78.86,79.24,83.78,8.3,-69.06,-100,80.62666667,-53.58666667,self,41.89
2,25,62.72,34.08,13.38,32.96,-20.9,18.64,36.72666667,10.23333333,neutral,41.24
2,30,40,10.94,30.94,15.48,-12.08,-49.06,27.29333333,-15.22,self,23.4
2,53,63.4,62.26,47.92,-100,-100,-100,57.86,-100,outgroup,66.04
2,41,27.92,42.26,5.66,0,-10.94,-66.04,25.28,-25.66,experiencer,0.38
2,71,100,100,100,-84.42,-100,-100,100,-94.80666667,neutral,59.74
2,23,15.84,40,39.62,-12.84,-19.24,-27.16,31.82,-19.74666667,experiencer,3.02
2,38,58.86,29.44,30.18,52.84,33.2,12.46,39.49333333,32.83333333,neutral,41.89
2,28,82.64,78.86,67.16,4.16,-67.16,-98.86,76.22,-53.95333333,experiencer,81.51
2,23,76.22,75.84,55.48,-86.04,-80,-85.66,69.18,-83.9,self,67.55
2,51,35.1,35.48,34.72,-27.54,-28.3,-59.62,35.1,-38.48666667,outgroup,82.26
2,21,32.08,58.12,37.74,-100,-100,-100,42.64666667,-100,experiencer,39.25
2,28,23.4,29.06,40,37.74,-18.12,-42.64,30.82,-7.673333333,ingroup,-2.26
2,28,30.94,27.16,32.84,-12.84,-11.32,-10.56,30.31333333,-11.57333333,ingroup,0.38
2,41,33.96,36.22,34.34,11.32,11.7,0.38,34.84,7.8,experiencer,9.43
2,57,37.48,72.5,48.78,-75.14,-73.64,-98.5,52.92,-82.42666667,neutral,82.3
2,25,33.7,39.36,39.74,-100,-100,-100,37.6,-100,experiencer,100
2,29,64.9,66.04,66.04,-100,-100,-100,65.66,-100,outgroup,100
2,29,35.1,36.22,56.22,-12.84,-33.96,-100,42.51333333,-48.93333333,self,17.89
2,32,51.04,56.68,56.3,-53.3,-52.54,-47.64,54.67333333,-51.16,experiencer,60.83
2,25,-17.36,-7.54,-8.68,-89.82,-100,-100,-11.19333333,-96.60666667,experiencer,32.45
2,33,42.26,52.46,67.54,-19.24,-59.24,-79.24,54.08666667,-52.57333333,neutral,36.6
2,28,55.1,35.1,17.36,-48.3,-87.16,-100,35.85333333,-78.48666667,self,89.06
2,37,17.52,33.7,22.04,42.74,32.58,6.6,24.42,27.30666667,self,17.89
2,19,65.66,68.68,79.24,26.8,20,23.02,71.19333333,23.27333333,ingroup,98.11
2,29,20.38,14.72,6.04,15.48,8.3,2.64,13.71333333,8.806666667,experiencer,13.96
2,22,46.42,25.28,12.84,43.4,-28.68,-36.22,28.18,-7.166666667,neutral,80.38
2,39,61.5,62.64,60.76,-29.82,-88.68,-95.84,61.63333333,-71.44666667,experiencer,30.94
2,52,76.6,63.02,73.24,-100,-99.6,-100,70.95333333,-99.86666667,self,100
2,36,76.64,78.16,58.94,-81.54,-90.96,-92.84,71.24666667,-88.44666667,self,59.7
2,21,27.54,49.44,63.4,32.08,-51.7,-74.72,46.79333333,-31.44666667,ingroup,72.83
2,33,100,100,100,-100,-100,-100,100,-100,experiencer,42.26
2,54,100,100,100,-100,-100,-98.86,100,-99.62,outgroup,99.62
2,63,69.38,44.42,64.84,64.08,71.64,23.26,59.54666667,52.99333333,experiencer,39.89
2,36,67.64,69.32,72.68,63.72,62.62,62.34,69.88,62.89333333,neutral,39.79
2,25,63.78,78.5,65.28,-72.08,-90.94,-100,69.18666667,-87.67333333,outgroup,81.51
2,37,46.42,38.86,29.44,-100,-100,-100,38.24,-100,experiencer,0.38
2,34,-25.42,-32.96,-16.76,-29.56,-36.34,-61.2,-25.04666667,-42.36666667,outgroup,40.11
2,27,-22.04,-18.26,12.24,-79.28,-79.28,-43.12,-9.353333333,-67.22666667,neutral,11.86
2,37,49.82,49.44,50.94,-7.16,-8.68,-51.32,50.06666667,-22.38666667,ingroup,61.51
2,44,0.76,2.26,-2.64,1.88,-1.88,1.88,0.126666667,0.626666667,self,94.72
2,35,23.78,45.66,48.3,-21.5,-60.38,-58.5,39.24666667,-46.79333333,experiencer,39.25
2,45,52.08,52.46,54.72,-59.24,-100,-100,53.08666667,-86.41333333,ingroup,42.64
2,29,42.38,32.2,21.66,-38.6,-57.06,-88.7,32.08,-61.45333333,outgroup,79.28
2,28,38.86,32.08,67.54,-87.16,-88.3,-100,46.16,-91.82,self,42.64
2,33,36.6,35.84,36.6,-49.06,-49.44,-100,36.34666667,-66.16666667,self,81.82
2,26,10.56,10.56,0,-23.02,-22.64,-40.76,7.04,-28.80666667,ingroup,61.13
2,21,16,22.04,-7.34,-3.96,-14.12,-39.36,10.23333333,-19.14666667,experiencer,33.33
2,33,47.92,61.88,49.06,-89.82,-97.74,-97.74,52.95333333,-95.1,self,21.13
2,31,18.12,18.5,42.26,-88.3,-85.28,-84.52,26.29333333,-86.03333333,neutral,100
2,45,54.24,52.3,63.84,33.84,24.24,-39.22,56.79333333,6.286666667,ingroup,92.44
2,32,0,0,30.18,-100,-100,-100,10.06,-100,self,100
2,21,84.16,73.58,74.34,-58.5,-80.76,-93.96,77.36,-77.74,self,43.4
2,49,0,9.06,-37.74,0,0,-36.22,-9.56,-12.07333333,outgroup,100
2,47,62.7,55.66,86.78,30.1,18.36,-70.92,68.38,-7.486666667,experiencer,61.23
2,32,24.16,47.54,58.5,35.1,-32.08,-55.84,43.4,-17.60666667,experiencer,41.13
2,23,48.3,34.34,34.34,-20,-71.32,-90.18,38.99333333,-60.5,outgroup,20
2,18,100,100,100,-58.5,-98.12,-100,100,-85.54,neutral,69.81
2,30,38.98,28.06,30.7,-17.14,-16.76,-18.64,32.58,-17.51333333,outgroup,61.58
2,23,47.64,100,100,-100,-100,-100,82.54666667,-100,outgroup,100
2,27,-81.14,-84.52,-54.34,-43.4,16.22,91.7,-73.33333333,21.50666667,experiencer,49.81
2,50,24.52,25.28,8.3,-100,-100,-100,19.36666667,-100,ingroup,78.87
2,40,25.28,20.76,59.24,-25.28,-24.9,-100,35.09333333,-50.06,experiencer,6.79
2,36,64.22,65.34,68.36,-59.7,-55.56,-58.94,65.97333333,-58.06666667,experiencer,48.78
2,49,0,0,0,-48.3,-46.8,-100,0,-65.03333333,outgroup,100
2,47,54.04,55.56,33.34,-74.02,-94.36,-100,47.64666667,-89.46,experiencer,40.11
2,34,21.88,11.7,11.7,0,-69.06,-83.4,15.09333333,-50.82,outgroup,61.13
2,35,5.48,0.18,-14.94,-44.8,-73.16,-88.28,-3.093333333,-68.74666667,neutral,43.67
2,25,32.46,50.94,33.96,-94.72,-91.7,-85.66,39.12,-90.69333333,ingroup,62.26
2,35,-100,0,-2.26,-100,-58.86,-56.22,-34.08666667,-71.69333333,outgroup,13.21
2,27,87.92,90.94,86.04,-26.04,-37.74,-43.78,88.3,-35.85333333,outgroup,82.26
2,54,42,41.62,26.94,46.9,47.26,20.52,36.85333333,38.22666667,self,22.41
2,22,8.3,10.94,-71.32,-100,-100,-100,-17.36,-100,neutral,58.49
2,26,51.78,66.48,26.56,49.52,35.6,19.4,48.27333333,34.84,ingroup,37.85
2,27,86.04,100,100,18.12,-86.8,-100,95.34666667,-56.22666667,experiencer,42.64
2,24,100,64.44,63.08,63.08,-100,-100,75.84,-45.64,self,41.37
2,34,38.12,23.4,-15.1,22.26,20.38,-56.98,15.47333333,-4.78,ingroup,33.96
2,28,5.66,38.86,69.06,2.64,-35.84,-61.5,37.86,-31.56666667,neutral,59.62
2,20,41.5,37.36,38.86,-56.6,-83.4,-96.6,39.24,-78.86666667,self,48.68
